Fecha;Santander;BBVA;CaixaBank;Sabadell;Unicaja;Bankinter
2022-09-14 00:00:00;2,287123919;3,993909359;2,748974085;0,61926651;0,796446145;4,794245243
2022-09-15 00:00:00;2,367622137;4,083154202;2,907892942;0,649609566;0,839677036;5,004999638
2022-09-16 00:00:00;2,344622612;4,034437656;2,833249331;0,625133991;0,830116391;4,868921757
2022-09-19 00:00:00;2,335334301;4,022975445;2,843683481;0,633348346;0,838014364;4,90211153
2022-09-20 00:00:00;2,332680941;4,02092886;2,864551783;0,637036502;0,844665229;4,898792744
2022-09-21 00:00:00;2,283585548;4,037304401;2,823617935;0,634354293;0,843002558;4,882198334
2022-09-22 00:00:00;2,302161694;4,011922836;2,86294651;0,666038394;0,878751218;5,033211231
2022-09-23 00:00:00;2,233163357;3,895658255;2,789907932;0,658159316;0,866280794;4,955215454
2022-09-26 00:00:00;2,208394766;3,882148743;2,74977684;0,642233431;0,856304288;4,987537861
2022-09-27 00:00:00;2,150453568;3,800682306;2,706435442;0,600658357;0,806422591;4,824810028
2022-09-28 00:00:00;2,156645775;3,801909685;2,688777685;0,591438174;0,783560038;4,809711933
2022-09-29 00:00:00;2,106666088;3,727402925;2,64944911;0,577859163;0,763607264;4,7778368
2022-09-30 00:00:00;2,120819807;3,783079147;2,65747571;0,577020943;0,770258248;4,836552143
2022-10-03 00:00:00;2,180087805;3,833841562;2,650252104;0,588588178;0,776077747;4,888558865
2022-10-04 00:00:00;2,332238436;4,013559341;2,763421774;0,609375775;0,798108935;5,063029766
2022-10-05 00:00:00;2,278277874;3,9464221;2,745763779;0,594120383;0,78397572;4,940564632
2022-10-06 00:00:00;2,255720377;3,929636478;2,710448265;0,587414682;0,771505237;4,806355953
2022-10-07 00:00:00;2,234932423;3,879670858;2,722487688;0,599484861;0,778156221;4,841585636
2022-10-10 00:00:00;2,210163832;3,879670858;2,689580441;0,601831913;0,761944592;4,816421509
2022-10-11 00:00:00;2,174337864;3,843981743;2,673527956;0,599820137;0,747811377;4,839907646
2022-10-12 00:00:00;2,137627125;3,848600626;2,684764624;0,595796824;0,741160512;4,814742565
2022-10-13 00:00:00;2,208837271;3,964487076;2,710448265;0,61490792;0,756125033;4,908690453
2022-10-14 00:00:00;2,238470793;3,985900402;2,668712378;0,622116446;0,761113167;4,903657436
2022-10-17 00:00:00;2,270316601;4,079533577;2,726500988;0,629324973;0,771505237;4,970762253
2022-10-18 00:00:00;2,318526983;4,151332378;2,748171568;0,634354293;0,789379656;5,024445057
2022-10-19 00:00:00;2,330469131;4,169387341;2,732922077;0,630666137;0,78979528;5,054641724
2022-10-20 00:00:00;2,360545158;4,238246918;2,810775995;0,659332812;0,825128198;5,229113579
2022-10-21 00:00:00;2,351257324;4,198358536;2,809170723;0,661847413;0,810163677;5,170397758
2022-10-24 00:00:00;2,409640551;4,357492447;2,820407391;0,669391274;0,814320445;5,210659981
2022-10-25 00:00:00;2,422467232;4,391922474;2,832446814;0,665703118;0,803512812;5,197238922
2022-10-26 00:00:00;2,343295574;4,384364605;2,866959333;0,664194405;0,795199096;5,205627441
2022-10-27 00:00:00;2,322065353;4,415435314;2,841275454;0,648939013;0,764854312;5,158654213
2022-10-28 00:00:00;2,351257324;4,405358315;2,641422987;0,654806495;0,739082098;5,066385746
2022-10-31 00:00:00;2,371425867;4,374287605;2,691185474;0,666876674;0,744901657;5,130135059
2022-11-01 00:00:00;2,390871286;4,412916183;2,703224897;0,682132006;0,743654549;5,133489132
2022-11-02 00:00:00;2,370973825;4,438948631;2,706435442;0,678779185;0,74074477;5,116713524
2022-11-03 00:00:00;2,342484236;4,389402866;2,703224897;0,68263489;0,764854312;5,074774265
2022-11-04 00:00:00;2,413934231;4,454063892;2,610120773;0,671905875;0,764854312;4,851650715
2022-11-07 00:00:00;2,406246901;4,481776237;2,682356834;0,677102745;0,768179774;4,923788548
2022-11-08 00:00:00;2,392228127;4,467500687;2,637410402;0,681126177;0,781481624;4,839907646
2022-11-09 00:00:00;2,362833977;4,439788818;2,625370741;0,679449737;0,783560038;4,881848335
2022-11-10 00:00:00;2,309472084;4,45574379;2,557950735;0,664529681;0,783144355;4,781191349
2022-11-11 00:00:00;2,285957098;4,448186398;2,504174948;0,658326924;0,764854312;4,638595104
2022-11-14 00:00:00;2,326204538;4,508647919;2,540292978;0,660841525;0,782313049;4,697310925
2022-11-15 00:00:00;2,359216213;4,543918133;2,594068766;0,698393166;0,792704999;4,757705212
2022-11-16 00:00:00;2,329369783;4,502769947;2,633397102;0,701745927;0,792704999;4,806355953
2022-11-17 00:00:00;2,28776598;4,477577686;2,663896561;0,694202065;0,78979528;4,856684208
2022-11-18 00:00:00;2,356954813;4,574989319;2,726500988;0,701243043;0,798108935;5,076451302
2022-11-21 00:00:00;2,431570768;4,580867767;2,712856531;0,706942916;0,80766958;5,150266171
2022-11-22 00:00:00;2,511613369;4,634612083;2,821210146;0,727730393;0,823881149;5,304605484
2022-11-23 00:00:00;2,508900166;4,648887634;2,851709604;0,734435976;0,824712515;5,341513157
2022-11-24 00:00:00;2,519301176;4,685836315;2,850104332;0,725886405;0,821802735;5,284474373
2022-11-25 00:00:00;2,562713623;4,737061977;2,87016964;0,734603703;0,824712515;5,299573898
2022-11-28 00:00:00;2,534676552;4,652246475;2,838065147;0,731753826;0,819724321;5,240857124
2022-11-29 00:00:00;2,564522743;4,722786427;2,847696543;0,741812229;0,823465466;5,341513157
2022-11-30 00:00:00;2,578089237;4,71270895;2,858933449;0,745500326;0,823049843;5,27776432
2022-12-01 00:00:00;2,547338486;4,674080849;2,744158506;0,717336595;0,783560038;5,108325958
2022-12-02 00:00:00;2,543720484;4,71270895;2,745763779;0,721695304;0,783144355;5,168719769
2022-12-05 00:00:00;2,541007519;4,664002895;2,728909016;0,719515979;0,786054134;5,173752785
2022-12-06 00:00:00;2,542816162;4,654766083;2,717671871;0,721024752;0,778987527;5,024445057
2022-12-07 00:00:00;2,529701948;4,632932663;2,686369658;0,720689476;0,778571904;4,995925903
2022-12-08 00:00:00;2,507543325;4,628733635;2,659080744;0,717839599;0,776077747;4,915400982
2022-12-09 00:00:00;2,519752979;4,646368504;2,651857138;0,718174875;0,779818892;4,900302887
2022-12-12 00:00:00;2,508447886;4,609418869;2,648646593;0,712978005;0,770258248;4,890236378
2022-12-13 00:00:00;2,531058788;4,665682793;2,652659893;0,708619297;0,784807026;4,910367966
2022-12-14 00:00:00;2,500760317;4,649727821;2,704829693;0,715324938;0,797693253;4,952308178
2022-12-15 00:00:00;2,438806534;4,480936527;2,688777685;0,704595923;0,771920919;4,942243099
2022-12-16 00:00:00;2,46322608;4,533000946;2,84609127;0,738794684;0,783144355;5,148588181
2022-12-19 00:00:00;2,457347393;4,538039684;2,834854364;0,73577714;0,781065881;5,160332203
